Date,Open,High,Low,Close,Volume
2022-02-23,1.2789654700855297,1.2978905520555126,1.0633844010312554,1.132586885416286,4234
2022-02-24,1.219579995762217,1.39713009082212,1.0338985493372186,1.1141137494800861,2238
2022-02-25,1.2843748470046235,1.2484110543023,1.11136025249167,1.2284838556412632,1732
2022-02-26,1.1176985004103839,1.3344271094811757,1.1872309548321562,1.1053022621083244,1234
2022-02-27,1.139196572483829,1.3523239230657436,1.1392059593349946,1.2171551162546927,4914
2022-02-28,1.1090454577821076,1.2475275087984798,1.1140122340178729,1.2880460482849916,3705
2022-03-01,1.1650660661526528,1.345643269722372,1.0194352987541537,1.2150948355751758,1750
2022-03-02,1.1777354579378965,1.2735566265438505,1.1230014453398338,1.1776339852413045,3635
2022-03-03,1.1542698063547792,1.3264611661187158,1.1980107700208527,1.2286576436884706,4080
2022-03-04,1.2657475018303859,1.326705942152179,1.0280168030473047,1.1916505780983033,4145
2022-03-05,1.171350665338718,1.3071549368149515,1.1036659304727474,1.209123357863187,1953
2022-03-06,1.1561869019374762,1.2180579540108816,1.175474614385591,1.2882929617553052,3539
2022-03-07,1.2085392166316498,1.3670604991178474,1.1481537235508408,1.1772205275601548,3960
2022-03-08,1.1281848449949525,1.2641560129943472,1.1394031481990536,1.2922381127647828,4324
2022-03-09,1.260439396150808,1.2373037020799709,1.1404968167974219,1.2810701283912127,4301
2022-03-10,1.1149101287359542,1.2081550283109528,1.071898230243951,1.1391582269578593,2542
2022-03-11,1.2973773873201035,1.3181785886376483,1.0587183688528987,1.1138722601750333,2197
2022-03-12,1.2544489538593315,1.3355128723684564,1.1618722310957028,1.1201556002754853,2676
2022-03-13,1.1397431363068347,1.2033175657855713,1.162022678935836,1.10364436513031,2191
2022-03-14,1.1011044234247205,1.3024186116598562,1.1734144637160207,1.1188885921511857,3217
2022-03-15,1.2630922856909668,1.2452991550395875,1.1826481105112943,1.2366013546832715,2416
2022-03-16,1.2413714687695234,1.3290345580818899,1.1022684797721876,1.1142377296920458,3993
2022-03-17,1.2458014336081975,1.2348732858009983,1.10030325893744,1.1637951260587522,3842
2022-03-18,1.2542540693371893,1.3381875476204932,1.159659035793355,1.268975062193891,3681
2022-03-19,1.114808930346818,1.2773470692601074,1.129992786155553,1.1046543871471652,2217
2022-03-20,1.1716931457088546,1.3873459977473468,1.1403933754515405,1.2628936965177873,2540
2022-03-21,1.123173811905026,1.2275041888291987,1.1591585338872201,1.1563709549546801,3076
2022-03-22,1.2726206851751187,1.2682132702100517,1.1780010683635131,1.1236329655243313,4236
2022-03-23,1.2246596253655118,1.2226947042481178,1.0675990313703072,1.2393474330728302,2445
2022-03-24,1.16617960497053,1.3849387236557125,1.0751165905279887,1.225788569355977,3386
2022-03-25,1.1127116700572048,1.375467870676196,1.0187963879681738,1.2754944027054107,4719
2022-03-26,1.1621964643431326,1.2515883255430311,1.1156560281992347,1.2470142087607772,2519
2022-03-27,1.1650366644053496,1.3319968092068357,1.0071884547593484,1.2606961860769696,2388
2022-03-28,1.2459212356676128,1.363444440040243,1.093119603626492,1.1564069145142615,2856
2022-03-29,1.2275114942710428,1.3110401623198924,1.1085289269415153,1.1354879087559446,2365
2022-03-30,1.2774425485152654,1.3059301156712013,1.0573082504256568,1.2501229503281717,1499
2022-03-31,1.1944429850323899,1.2483704581800903,1.118166652113802,1.2613669478534528,2680
2022-04-01,1.1239188491876604,1.2186205535611798,1.0061000499878099,1.2981010284001346,1510
2022-04-02,1.2426489574445991,1.3794431515906653,1.0074696377498429,1.1825235353822854,4398
2022-04-03,1.2521570097233796,1.380083611432666,1.1645201121319315,1.1744036171585568,1216
2022-04-04,1.2122554395138994,1.3266202914546534,1.0720381282822526,1.2552825921483994,2324
2022-04-05,1.2541934359909122,1.26780595820974,1.0254121025303768,1.1681607080506036,2155
2022-04-06,1.1987591192728781,1.2698419149225322,1.1044486520109609,1.2861514651207129,2827
2022-04-07,1.204546565876399,1.3451911357740478,1.1539987106197223,1.2716825503686024,4141
2022-04-08,1.18550820367171,1.3794220519905154,1.0431642054993686,1.1857988054750037,4323
2022-04-09,1.105083825348819,1.3774172848530233,1.1245780951638,1.2501742135582996,4486
2022-04-10,1.121578285398661,1.3559751091715246,1.0170694929987536,1.2509085748169366,2810
